ID,Species,Project,Tissue,Stage,Sequencing,Technology,Timepoint,Cell,PMID_DOI,Download,sorted_time,time_unit,conversion_rule,special_notes,needs_conversion,needs_reference_unification
Tedd.10_Brain_scatac,Homo sapiens,Tedd.10,Brain,"Fetal, Adult",single-cell ATAC sequencing,Integration,"21-30, GW15, GW16",55472,https://pubmed.ncbi.nlm.nih.gov/33184180/ https://pubmed.ncbi.nlm.nih.gov/34774128/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.10_Brain_scatac/counts.csv.gz,"9,574,105,112",days,Age range 21.0-30.0 averaged (from birth to fertilization+266 days) | Gestational 15.0 weeks | Gestational 16.0 weeks,Average 25.5 years | Birth reference converted to fertilization reference | Gestational weeks | Gestational weeks,Yes,Yes
Tedd.10_Breast_scatac,Homo sapiens,Tedd.10,Breast,Adult,single-cell ATAC sequencing,Integration,51-60,10812,https://pubmed.ncbi.nlm.nih.gov/33184180/ https://pubmed.ncbi.nlm.nih.gov/34774128/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.10_Breast_scatac/counts.csv.gz,55.5,age_range,Age range 51.0-60.0 averaged,Average 55.5 years,No,No
Tedd.10_Cerebellum_scrna,Homo sapiens,Tedd.10,Brain - Cerebellum,"Fetal, Adult",single-cell RNA sequencing,Integration,"51-60, GW13, GW16, GW18",86139,https://pubmed.ncbi.nlm.nih.gov/32214235/ https://pubmed.ncbi.nlm.nih.gov/33184181/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.10_Cerebellum_scrna/counts.csv.gz,"20524,91,112,126",days,Age range 51.0-60.0 averaged (from birth to fertilization+266 days) | Gestational 13.0 weeks | Gestational 16.0 weeks | Gestational 18.0 weeks,Average 55.5 years | Birth reference converted to fertilization reference | Gestational weeks | Gestational weeks | Gestational weeks,Yes,Yes
Tedd.10_Cortex_scrna,Homo sapiens,Tedd.10,Brain - Cortex,"Fetal, Adult",single-cell RNA sequencing,Integration,"61-70, GW10, GW11, GW12, GW14, GW16, GW17, GW20, GW21, GW26, GW7, GW8, GW9",16325,https://pubmed.ncbi.nlm.nih.gov/32923614/ https://pubmed.ncbi.nlm.nih.gov/32214235/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.10_Cortex_scrna/counts.csv.gz,"24174,70,77,84,98,112,119,140,147,182,49,56,63",days,Age range 61.0-70.0 averaged (from birth to fertilization+266 days) | Gestational 10.0 weeks | Gestational 11.0 weeks | Gestational 12.0 weeks | Gestational 14.0 weeks | Gestational 16.0 weeks | Gestational 17.0 weeks | Gestational 20.0 weeks | Gestational 21.0 weeks | Gestational 26.0 weeks | Gestational 7.0 weeks | Gestational 8.0 weeks | Gestational 9.0 weeks,Average 65.5 years | Birth reference converted to fertilization reference | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks,Yes,Yes
Tedd.10_Esophagus_scatac,Homo sapiens,Tedd.10,Esophagus,Adult,single-cell ATAC sequencing,Integration,"31-40, 51-60",54403,https://pubmed.ncbi.nlm.nih.gov/33184180/ https://pubmed.ncbi.nlm.nih.gov/34774128/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.10_Esophagus_scatac/counts.csv.gz,"35.5,55.5",age_range,Age range 31.0-40.0 averaged | Age range 51.0-60.0 averaged,Average 35.5 years | Average 55.5 years,No,No
Tedd.10_Esophagus_scrna,Homo sapiens,Tedd.10,Esophagus,"Fetal, Adult",single-cell RNA sequencing,Integration,"21-40, 41-50, 51-60, 61-70",70880,https://pubmed.ncbi.nlm.nih.gov/32214235/ https://www.biorxiv.org/content/10.1101/2021.07.19.452954v1,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.10_Esophagus_scrna/counts.csv.gz,"30.5,45.5,55.5,65.5",age_range,Age range 21.0-40.0 averaged | Age range 41.0-50.0 averaged | Age range 51.0-60.0 averaged | Age range 61.0-70.0 averaged,Average 30.5 years | Average 45.5 years | Average 55.5 years | Average 65.5 years,No,No
Tedd.10_Eye_scatac,Homo sapiens,Tedd.10,Eye,Fetal,single-cell ATAC sequencing,Integration,"GW13, GW17",6275,https://pubmed.ncbi.nlm.nih.gov/33184180/ https://pubmed.ncbi.nlm.nih.gov/34774128/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.10_Eye_scatac/counts.csv.gz,"13,17",gestational_weeks,Gestational 13.0 weeks | Gestational 17.0 weeks,Gestational weeks | Gestational weeks,No,No
Tedd.10_Eye_scrna,Homo sapiens,Tedd.10,Eye,Fetal,single-cell RNA sequencing,Integration,"GW11, GW13, GW14, GW16, GW17, GW18",53525,https://pubmed.ncbi.nlm.nih.gov/32214235/ https://pubmed.ncbi.nlm.nih.gov/33184181/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.10_Eye_scrna/counts.csv.gz,"11,13,14,16,17,18",gestational_weeks,Gestational 11.0 weeks | Gestational 13.0 weeks | Gestational 14.0 weeks | Gestational 16.0 weeks | Gestational 17.0 weeks | Gestational 18.0 weeks,Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks,No,No
Tedd.10_Gonad_scrna,Homo sapiens,Tedd.10,Gonad,"Fetal, Newborn",single-cell RNA sequencing,Integration,"GW6, GW7, GW8, GW9, GW10, GW11, GW12, GW13, GW15, GW16, GW26, 5 Months",74845,https://pubmed.ncbi.nlm.nih.gov/33453151/ https://pubmed.ncbi.nlm.nih.gov/32214235/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.10_Gonad_scrna/counts.csv.gz,"42,49,56,63,70,77,84,91,105,112,182,416",days,Gestational 6.0 weeks | Gestational 7.0 weeks | Gestational 8.0 weeks | Gestational 9.0 weeks | Gestational 10.0 weeks | Gestational 11.0 weeks | Gestational 12.0 weeks | Gestational 13.0 weeks | Gestational 15.0 weeks | Gestational 16.0 weeks | Gestational 26.0 weeks | 5.0 months converted to days (from birth to fertilization+266 days),Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | 5.0 months | Birth reference converted to fertilization reference,Yes,Yes
Tedd.10_Heart_scatac,Homo sapiens,Tedd.10,Heart,"Fetal, Adult",single-cell ATAC sequencing,Integration,"41-50, 51-60, 61-70, GW13, GW16, GW17",115165,https://pubmed.ncbi.nlm.nih.gov/33184180/ https://pubmed.ncbi.nlm.nih.gov/34774128/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.10_Heart_scatac/counts.csv.gz,"16874,20524,24174,91,112,119",days,Age range 41.0-50.0 averaged (from birth to fertilization+266 days) | Age range 51.0-60.0 averaged (from birth to fertilization+266 days) | Age range 61.0-70.0 averaged (from birth to fertilization+266 days) | Gestational 13.0 weeks | Gestational 16.0 weeks | Gestational 17.0 weeks,Average 45.5 years | Birth reference converted to fertilization reference | Average 55.5 years | Birth reference converted to fertilization reference | Average 65.5 years | Birth reference converted to fertilization reference | Gestational weeks | Gestational weeks | Gestational weeks,Yes,Yes
Tedd.10_Heart_scrna,Homo sapiens,Tedd.10,Heart,"Fetal, Adult",single-cell RNA sequencing,Integration,"41-50, 51-60, 61-70, GW11, GW12, GW13, GW16, GW17",148160,https://pubmed.ncbi.nlm.nih.gov/32214235/ https://pubmed.ncbi.nlm.nih.gov/33184181/ https://www.biorxiv.org/content/10.1101/2021.07.19.452954v1,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.10_Heart_scrna/counts.csv.gz,"16874,20524,24174,77,84,91,112,119",days,Age range 41.0-50.0 averaged (from birth to fertilization+266 days) | Age range 51.0-60.0 averaged (from birth to fertilization+266 days) | Age range 61.0-70.0 averaged (from birth to fertilization+266 days) | Gestational 11.0 weeks | Gestational 12.0 weeks | Gestational 13.0 weeks | Gestational 16.0 weeks | Gestational 17.0 weeks,Average 45.5 years | Birth reference converted to fertilization reference | Average 55.5 years | Birth reference converted to fertilization reference | Average 65.5 years | Birth reference converted to fertilization reference | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks,Yes,Yes
Tedd.10_Implantation_scrna,Homo sapiens,Tedd.10,Embryo,Embryonic,single-cell RNA sequencing,Integration,"19 h after routine fertilization, 27 h after routine fertilization, 4 h after IVF oocyte retrieval, 48 h after routine fertilization, E10, E12, E14, E3, E4, E5, E6, E7, E8",8703,https://www.cell.com/fulltext/S0092-8674(16)30280-X https://www.nature.com/articles/nsmb.2660 https://pubmed.ncbi.nlm.nih.gov/31435013/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.10_Implantation_scrna/counts.csv.gz,"0.792,1.12,0.167,2,10,12,14,3,4,5,6,7,8",days,19.0 hours converted to days | 27.0 hours converted to days | 4.0 hours converted to days | 48.0 hours converted to days | Embryonic day E10 | Embryonic day E12 | Embryonic day E14 | Embryonic day E3 | Embryonic day E4 | Embryonic day E5 | Embryonic day E6 | Embryonic day E7 | Embryonic day E8,19.0 hours (after fertilization) | 27.0 hours (after fertilization) | 4.0 hours (after fertilization) | 48.0 hours (after fertilization) | Embryonic development days | Embryonic development days | Embryonic development days | Embryonic development days | Embryonic development days | Embryonic development days | Embryonic development days | Embryonic development days | Embryonic development days,Yes,No
Tedd.10_Intestine_scatac,Homo sapiens,Tedd.10,Intestine,"Fetal, Adult",single-cell ATAC sequencing,Integration,"51-60, GW13, GW16, GW18",35267,https://pubmed.ncbi.nlm.nih.gov/33184180/ https://pubmed.ncbi.nlm.nih.gov/34774128/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.10_Intestine_scatac/counts.csv.gz,"20524,91,112,126",days,Age range 51.0-60.0 averaged (from birth to fertilization+266 days) | Gestational 13.0 weeks | Gestational 16.0 weeks | Gestational 18.0 weeks,Average 55.5 years | Birth reference converted to fertilization reference | Gestational weeks | Gestational weeks | Gestational weeks,Yes,Yes
Tedd.10_Intestine_scrna,Homo sapiens,Tedd.10,Intestine,"Fetal, Adult",single-cell RNA sequencing,Integration,"41-50, 51-60, 61-70, 81-90, GW10, GW11, GW12, GW13, GW14, GW15, GW16, GW17, GW18, GW19, GW20, GW22, GW8, GW9",192746,https://pubmed.ncbi.nlm.nih.gov/33406409/ https://pubmed.ncbi.nlm.nih.gov/32214235/ https://pubmed.ncbi.nlm.nih.gov/33184181/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.10_Intestine_scrna/counts.csv.gz,"16874,20524,24174,31474,70,77,84,91,98,105,112,119,126,133,140,154,56,63",days,Age range 41.0-50.0 averaged (from birth to fertilization+266 days) | Age range 51.0-60.0 averaged (from birth to fertilization+266 days) | Age range 61.0-70.0 averaged (from birth to fertilization+266 days) | Age range 81.0-90.0 averaged (from birth to fertilization+266 days) | Gestational 10.0 weeks | Gestational 11.0 weeks | Gestational 12.0 weeks | Gestational 13.0 weeks | Gestational 14.0 weeks | Gestational 15.0 weeks | Gestational 16.0 weeks | Gestational 17.0 weeks | Gestational 18.0 weeks | Gestational 19.0 weeks | Gestational 20.0 weeks | Gestational 22.0 weeks | Gestational 8.0 weeks | Gestational 9.0 weeks,Average 45.5 years | Birth reference converted to fertilization reference | Average 55.5 years | Birth reference converted to fertilization reference | Average 65.5 years | Birth reference converted to fertilization reference | Average 85.5 years | Birth reference converted to fertilization reference | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks,Yes,Yes
Tedd.10_Kidney_scatac,Homo sapiens,Tedd.10,Kidney,Fetal,single-cell ATAC sequencing,Integration,"GW13, GW16, GW17, GW18",36555,https://pubmed.ncbi.nlm.nih.gov/33184180/ https://pubmed.ncbi.nlm.nih.gov/34774128/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.10_Kidney_scatac/counts.csv.gz,"13,16,17,18",gestational_weeks,Gestational 13.0 weeks | Gestational 16.0 weeks | Gestational 17.0 weeks | Gestational 18.0 weeks,Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks,No,No
Tedd.10_Kidney_scrna,Homo sapiens,Tedd.10,Kidney,"Fetal, Adult",single-cell RNA sequencing,Integration,"41-50, 51-60, 61-70, GW10, GW11, GW12, GW13, GW14, GW16, GW17, GW18, GW9",217917,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6400406/ https://pubmed.ncbi.nlm.nih.gov/32214235/ https://pubmed.ncbi.nlm.nih.gov/33184181/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.10_Kidney_scrna/counts.csv.gz,"16874,20524,24174,70,77,84,91,98,112,119,126,63",days,Age range 41.0-50.0 averaged (from birth to fertilization+266 days) | Age range 51.0-60.0 averaged (from birth to fertilization+266 days) | Age range 61.0-70.0 averaged (from birth to fertilization+266 days) | Gestational 10.0 weeks | Gestational 11.0 weeks | Gestational 12.0 weeks | Gestational 13.0 weeks | Gestational 14.0 weeks | Gestational 16.0 weeks | Gestational 17.0 weeks | Gestational 18.0 weeks | Gestational 9.0 weeks,Average 45.5 years | Birth reference converted to fertilization reference | Average 55.5 years | Birth reference converted to fertilization reference | Average 65.5 years | Birth reference converted to fertilization reference | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks,Yes,Yes
Tedd.10_Liver_scatac,Homo sapiens,Tedd.10,Liver,"Fetal, Adult",single-cell ATAC sequencing,Integration,"51-60, GW13, GW16, GW17",109786,https://pubmed.ncbi.nlm.nih.gov/33184180/ https://pubmed.ncbi.nlm.nih.gov/34774128/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.10_Liver_scatac/counts.csv.gz,"20524,91,112,119",days,Age range 51.0-60.0 averaged (from birth to fertilization+266 days) | Gestational 13.0 weeks | Gestational 16.0 weeks | Gestational 17.0 weeks,Average 55.5 years | Birth reference converted to fertilization reference | Gestational weeks | Gestational weeks | Gestational weeks,Yes,Yes
Tedd.10_Liver_scrna,Homo sapiens,Tedd.10,Liver,"Fetal, Adult",single-cell RNA sequencing,Integration,"21-30, 51-60, GW13, GW16, GW17, GW26",141133,https://pubmed.ncbi.nlm.nih.gov/32214235/ https://pubmed.ncbi.nlm.nih.gov/33184181/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.10_Liver_scrna/counts.csv.gz,"9574,20524,91,112,119,182",days,Age range 21.0-30.0 averaged (from birth to fertilization+266 days) | Age range 51.0-60.0 averaged (from birth to fertilization+266 days) | Gestational 13.0 weeks | Gestational 16.0 weeks | Gestational 17.0 weeks | Gestational 26.0 weeks,Average 25.5 years | Birth reference converted to fertilization reference | Average 55.5 years | Birth reference converted to fertilization reference | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks,Yes,Yes
Tedd.10_Lung_scatac,Homo sapiens,Tedd.10,Lung,"Fetal, Adult",single-cell ATAC sequencing,Integration,"21-30, 31-40, 51-60, GW13, GW16, GW17",76017,https://pubmed.ncbi.nlm.nih.gov/33184180/ https://pubmed.ncbi.nlm.nih.gov/34774128/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.10_Lung_scatac/counts.csv.gz,"9574,13224,20524,91,112,119",days,Age range 21.0-30.0 averaged (from birth to fertilization+266 days) | Age range 31.0-40.0 averaged (from birth to fertilization+266 days) | Age range 51.0-60.0 averaged (from birth to fertilization+266 days) | Gestational 13.0 weeks | Gestational 16.0 weeks | Gestational 17.0 weeks,Average 25.5 years | Birth reference converted to fertilization reference | Average 35.5 years | Birth reference converted to fertilization reference | Average 55.5 years | Birth reference converted to fertilization reference | Gestational weeks | Gestational weeks | Gestational weeks,Yes,Yes
Tedd.10_Lung_scrna,Homo sapiens,Tedd.10,Lung,"Fetal, Adult",single-cell RNA sequencing,Integration,"21-30, 41-50, 51-60, GW11, GW12, GW13, GW16, GW17, GW18",305324,https://pubmed.ncbi.nlm.nih.gov/32214235/ https://pubmed.ncbi.nlm.nih.gov/33184181/ https://www.biorxiv.org/content/10.1101/2021.07.19.452954v1,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.10_Lung_scrna/counts.csv.gz,"9574,16874,20524,77,84,91,112,119,126",days,Age range 21.0-30.0 averaged (from birth to fertilization+266 days) | Age range 41.0-50.0 averaged (from birth to fertilization+266 days) | Age range 51.0-60.0 averaged (from birth to fertilization+266 days) | Gestational 11.0 weeks | Gestational 12.0 weeks | Gestational 13.0 weeks | Gestational 16.0 weeks | Gestational 17.0 weeks | Gestational 18.0 weeks,Average 25.5 years | Birth reference converted to fertilization reference | Average 45.5 years | Birth reference converted to fertilization reference | Average 55.5 years | Birth reference converted to fertilization reference | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks,Yes,Yes
Tedd.10_Muscle_scatac,Homo sapiens,Tedd.10,Skeleton Muscle,"Fetal, Adult",single-cell ATAC sequencing,Integration,"31-40, 51-60, GW17, GW18",43427,https://pubmed.ncbi.nlm.nih.gov/33184180/ https://pubmed.ncbi.nlm.nih.gov/34774128/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.10_Muscle_scatac/counts.csv.gz,"1,322,420,524,119,120",days,Age range 31.0-40.0 averaged (from birth to fertilization+266 days) | Age range 51.0-60.0 averaged (from birth to fertilization+266 days) | Gestational 17.0 weeks | Gestational 18.0 weeks,Average 35.5 years | Birth reference converted to fertilization reference | Average 55.5 years | Birth reference converted to fertilization reference | Gestational weeks | Gestational weeks,Yes,Yes
Tedd.10_Muscle_scrna,Homo sapiens,Tedd.10,Skeleton Muscle,"Fetal, Adult",single-cell RNA sequencing,Integration,"41-50, 51-60, 61-70, GW10, GW12, GW13, GW16, GW17, GW18",93225,https://pubmed.ncbi.nlm.nih.gov/32214235/ https://pubmed.ncbi.nlm.nih.gov/33184181/ https://www.biorxiv.org/content/10.1101/2021.07.19.452954v1,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.10_Muscle_scrna/counts.csv.gz,"16874,20524,24174,70,84,91,112,119,126",days,Age range 41.0-50.0 averaged (from birth to fertilization+266 days) | Age range 51.0-60.0 averaged (from birth to fertilization+266 days) | Age range 61.0-70.0 averaged (from birth to fertilization+266 days) | Gestational 10.0 weeks | Gestational 12.0 weeks | Gestational 13.0 weeks | Gestational 16.0 weeks | Gestational 17.0 weeks | Gestational 18.0 weeks,Average 45.5 years | Birth reference converted to fertilization reference | Average 55.5 years | Birth reference converted to fertilization reference | Average 65.5 years | Birth reference converted to fertilization reference | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks,Yes,Yes
Tedd.10_NerveTibial_scatac,Homo sapiens,Tedd.10,Nerve - Tibial,Adult,single-cell ATAC sequencing,Integration,51-60,9021,https://pubmed.ncbi.nlm.nih.gov/33184180/ https://pubmed.ncbi.nlm.nih.gov/34774128/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.10_NerveTibial_scatac/counts.csv.gz,55.5,age_range,Age range 51.0-60.0 averaged,Average 55.5 years,No,No
Tedd.10_Ovary_scatac,Homo sapiens,Tedd.10,Gonad,Adult,single-cell ATAC sequencing,Integration,51-60,4504,https://pubmed.ncbi.nlm.nih.gov/33184180/ https://pubmed.ncbi.nlm.nih.gov/34774128/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.10_Ovary_scatac/counts.csv.gz,55.5,age_range,Age range 51.0-60.0 averaged,Average 55.5 years,No,No
Tedd.10_Pancreas_scatac,Homo sapiens,Tedd.10,Pancreas,"Fetal, Adult",single-cell ATAC sequencing,Integration,"31-40, 51-60, GW15",23830,https://pubmed.ncbi.nlm.nih.gov/33184180/ https://pubmed.ncbi.nlm.nih.gov/34774128/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.10_Pancreas_scatac/counts.csv.gz,"1,322,420,524,105",days,Age range 31.0-40.0 averaged (from birth to fertilization+266 days) | Age range 51.0-60.0 averaged (from birth to fertilization+266 days) | Gestational 15.0 weeks,Average 35.5 years | Birth reference converted to fertilization reference | Average 55.5 years | Birth reference converted to fertilization reference | Gestational weeks,Yes,Yes
Tedd.10_Pancreas_scrna,Homo sapiens,Tedd.10,Pancreas,"Fetal, Adult",single-cell RNA sequencing,Integration,"41-50, GW11, GW16, GW17, GW26",73152,https://pubmed.ncbi.nlm.nih.gov/32214235/ https://pubmed.ncbi.nlm.nih.gov/33184181/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.10_Pancreas_scrna/counts.csv.gz,"16874,77,112,119,182",days,Age range 41.0-50.0 averaged (from birth to fertilization+266 days) | Gestational 11.0 weeks | Gestational 16.0 weeks | Gestational 17.0 weeks | Gestational 26.0 weeks,Average 45.5 years | Birth reference converted to fertilization reference | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks,Yes,Yes
Tedd.10_Placenta_scatac,Homo sapiens,Tedd.10,Placenta,Fetal,single-cell ATAC sequencing,Integration,"GW16, GW17",13517,https://pubmed.ncbi.nlm.nih.gov/33184180/ https://pubmed.ncbi.nlm.nih.gov/34774128/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.10_Placenta_scatac/counts.csv.gz,"16,17",gestational_weeks,Gestational 16.0 weeks | Gestational 17.0 weeks,Gestational weeks | Gestational weeks,No,No
Tedd.10_Placenta_scrna,Homo sapiens,Tedd.10,Placenta,Fetal,single-cell RNA sequencing,Integration,"GW10, GW13, GW16, GW17",39232,https://pubmed.ncbi.nlm.nih.gov/32214235/ https://pubmed.ncbi.nlm.nih.gov/33184181/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.10_Placenta_scrna/counts.csv.gz,"10,13,16,17",gestational_weeks,Gestational 10.0 weeks | Gestational 13.0 weeks | Gestational 16.0 weeks | Gestational 17.0 weeks,Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks,No,No
Tedd.10_Prostate_scrna,Homo sapiens,Tedd.10,Prostate,Adult,single-cell RNA sequencing,Integration,"41-50, 51-60, 61-70",33234,https://pubmed.ncbi.nlm.nih.gov/32214235/ https://www.biorxiv.org/content/10.1101/2021.07.19.452954v1,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.10_Prostate_scrna/counts.csv.gz,"45.5,55.5,65.5",age_range,Age range 41.0-50.0 averaged | Age range 51.0-60.0 averaged | Age range 61.0-70.0 averaged,Average 45.5 years | Average 55.5 years | Average 65.5 years,No,No
Tedd.10_Skin_scatac,Homo sapiens,Tedd.10,Skin,Adult,single-cell ATAC sequencing,Integration,"31-40, 51-60",12559,https://pubmed.ncbi.nlm.nih.gov/33184180/ https://pubmed.ncbi.nlm.nih.gov/34774128/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.10_Skin_scatac/counts.csv.gz,"35.5,55.5",age_range,Age range 31.0-40.0 averaged | Age range 51.0-60.0 averaged,Average 35.5 years | Average 55.5 years,No,No
Tedd.10_Skin_scrna,Homo sapiens,Tedd.10,Skin,"Fetal, Adult",single-cell RNA sequencing,Integration,"21-40, 51-60, GW11, GW7",11286,https://pubmed.ncbi.nlm.nih.gov/32214235/ https://www.biorxiv.org/content/10.1101/2021.07.19.452954v1,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.10_Skin_scrna/counts.csv.gz,"11398,20524,77,49",days,Age range 21.0-40.0 averaged (from birth to fertilization+266 days) | Age range 51.0-60.0 averaged (from birth to fertilization+266 days) | Gestational 11.0 weeks | Gestational 7.0 weeks,Average 30.5 years | Birth reference converted to fertilization reference | Average 55.5 years | Birth reference converted to fertilization reference | Gestational weeks | Gestational weeks,Yes,Yes
Tedd.10_Spleen_scatac,Homo sapiens,Tedd.10,Spleen,Fetal,single-cell ATAC sequencing,Integration,GW14,1119,https://pubmed.ncbi.nlm.nih.gov/33184180/ https://pubmed.ncbi.nlm.nih.gov/34774128/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.10_Spleen_scatac/counts.csv.gz,14,gestational_weeks,Gestational 14.0 weeks,Gestational weeks,No,No
Tedd.10_Spleen_scrna,Homo sapiens,Tedd.10,Spleen,"Fetal, Adult",single-cell RNA sequencing,Integration,"51-60, GW13, GW16, GW17",28758,https://pubmed.ncbi.nlm.nih.gov/32214235/ https://pubmed.ncbi.nlm.nih.gov/33184181/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.10_Spleen_scrna/counts.csv.gz,"20524,91,112,119",days,Age range 51.0-60.0 averaged (from birth to fertilization+266 days) | Gestational 13.0 weeks | Gestational 16.0 weeks | Gestational 17.0 weeks,Average 55.5 years | Birth reference converted to fertilization reference | Gestational weeks | Gestational weeks | Gestational weeks,Yes,Yes
Tedd.10_Stomach_scatac,Homo sapiens,Tedd.10,Stomach,"Fetal, Adult",single-cell ATAC sequencing,Integration,"31-40, 51-60, GW13, GW15",13746,https://pubmed.ncbi.nlm.nih.gov/33184180/ https://pubmed.ncbi.nlm.nih.gov/34774128/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.10_Stomach_scatac/counts.csv.gz,"13224,20524,91,105",days,Age range 31.0-40.0 averaged (from birth to fertilization+266 days) | Age range 51.0-60.0 averaged (from birth to fertilization+266 days) | Gestational 13.0 weeks | Gestational 15.0 weeks,Average 35.5 years | Birth reference converted to fertilization reference | Average 55.5 years | Birth reference converted to fertilization reference | Gestational weeks | Gestational weeks,Yes,Yes
